# Public split — DECISIONS.md #2 (80%, stratified)
swe-click-0000	click,medium
swe-click-0001	click,easy
swe-click-0002	click,medium
swe-click-0003	click,medium
swe-click-0004	click,medium
swe-click-0100	click,medium
swe-click-0101	click,medium
swe-click-0102	click,hard
swe-click-0103	click,medium
swe-click-0104	click,hard
swe-click-0105	click,medium
swe-click-0106	click,hard
swe-click-0107	click,medium
swe-click-0108	click,medium
swe-click-0109	click,medium
swe-click-0110	click,hard
swe-click-0111	click,hard
swe-click-0112	click,easy
swe-click-0113	click,easy
swe-click-0114	click,easy
swe-click-0200	click,hard
swe-click-0201	click,easy
swe-click-0202	click,hard
swe-click-0203	click,medium
swe-click-0204	click,hard
swe-click-0205	click,medium
swe-click-0206	click,medium
swe-click-0207	click,hard
swe-click-0208	click,medium
swe-click-0209	click,medium
swe-click-0210	click,medium
swe-click-0211	click,easy
swe-click-0212	click,medium
swe-click-0213	click,easy
swe-click-0214	click,easy
swe-click-0300	click,medium
swe-click-0301	click,medium
swe-click-0302	click,easy
swe-click-0304	click,medium
swe-click-0305	click,medium
swe-click-0306	click,hard
swe-click-0307	click,hard
swe-click-0308	click,medium
swe-click-0309	click,medium
swe-click-0310	click,hard
swe-click-0311	click,medium
swe-click-0312	click,medium
swe-click-0313	click,hard
swe-click-0314	click,medium
swe-click-0400	click,medium
swe-click-0401	click,medium
swe-click-0402	click,medium
swe-httpx-0000	httpx,medium
swe-httpx-0001	httpx,medium
swe-httpx-0002	httpx,medium
swe-httpx-0003	httpx,hard
swe-httpx-0004	httpx,medium
swe-httpx-0100	httpx,medium
swe-httpx-0101	httpx,medium
swe-httpx-0102	httpx,medium
swe-httpx-0103	httpx,hard
swe-httpx-0104	httpx,hard
swe-httpx-0105	httpx,medium
swe-httpx-0106	httpx,medium
swe-httpx-0107	httpx,medium
swe-httpx-0108	httpx,medium
swe-httpx-0109	httpx,medium
swe-httpx-0110	httpx,medium
swe-httpx-0111	httpx,medium
swe-httpx-0112	httpx,medium
swe-httpx-0113	httpx,easy
swe-httpx-0114	httpx,easy
swe-httpx-0200	httpx,medium
swe-httpx-0201	httpx,medium
swe-httpx-0202	httpx,easy
swe-httpx-0203	httpx,hard
swe-httpx-0204	httpx,medium
swe-httpx-0205	httpx,medium
swe-httpx-0206	httpx,medium
swe-httpx-0207	httpx,hard
swe-httpx-0208	httpx,medium
swe-httpx-0209	httpx,medium
swe-httpx-0210	httpx,easy
swe-httpx-0211	httpx,medium
swe-httpx-0212	httpx,hard
swe-httpx-0213	httpx,hard
swe-httpx-0214	httpx,easy
swe-httpx-0300	httpx,easy
swe-httpx-0301	httpx,medium
swe-httpx-0302	httpx,hard
swe-httpx-0303	httpx,medium
swe-httpx-0304	httpx,medium
swe-httpx-0305	httpx,medium
swe-httpx-0306	httpx,hard
swe-httpx-0307	httpx,medium
swe-httpx-0308	httpx,medium
swe-httpx-0309	httpx,medium
swe-httpx-0310	httpx,hard
swe-httpx-0311	httpx,hard
swe-httpx-0312	httpx,hard
swe-httpx-0313	httpx,medium
swe-httpx-0400	httpx,medium
swe-httpx-0401	httpx,medium
swe-httpx-0402	httpx,hard
swe-rich-0000	rich,medium
swe-rich-0001	rich,easy
swe-rich-0002	rich,hard
swe-rich-0003	rich,hard
swe-rich-0004	rich,medium
swe-rich-0100	rich,medium
swe-rich-0101	rich,hard
swe-rich-0102	rich,medium
swe-rich-0103	rich,hard
swe-rich-0104	rich,medium
swe-rich-0105	rich,hard
swe-rich-0106	rich,medium
swe-rich-0107	rich,medium
swe-rich-0108	rich,hard
swe-rich-0109	rich,medium
swe-rich-0110	rich,medium
swe-rich-0111	rich,medium
swe-rich-0112	rich,medium
swe-rich-0113	rich,medium
swe-rich-0114	rich,easy
swe-rich-0200	rich,hard
swe-rich-0201	rich,hard
swe-rich-0202	rich,medium
swe-rich-0203	rich,medium
swe-rich-0204	rich,hard
swe-rich-0205	rich,medium
swe-rich-0206	rich,easy
swe-rich-0207	rich,hard
swe-rich-0208	rich,easy
swe-rich-0209	rich,medium
swe-rich-0210	rich,hard
swe-rich-0211	rich,hard
swe-rich-0212	rich,medium
swe-rich-0213	rich,medium
swe-rich-0214	rich,medium
swe-rich-0300	rich,medium
swe-rich-0301	rich,medium
swe-rich-0302	rich,hard
swe-rich-0303	rich,hard
swe-rich-0304	rich,medium
swe-rich-0305	rich,easy
swe-rich-0306	rich,medium
swe-rich-0307	rich,medium
swe-rich-0308	rich,medium
swe-rich-0309	rich,medium
swe-rich-0310	rich,easy
swe-rich-0311	rich,hard
swe-rich-0312	rich,hard
swe-rich-0313	rich,hard
swe-rich-0314	rich,easy
swe-rich-0400	rich,medium
swe-rich-0401	rich,hard
swe-rich-0402	rich,medium
swe-rich-0403	rich,medium
swe-rich-0404	rich,hard
swe-rich-0405	rich,medium
swe-rich-0406	rich,medium
swe-rich-0407	rich,hard
swe-rich-0408	rich,medium
swe-rich-0409	rich,medium
swe-rich-0410	rich,hard
swe-rich-0411	rich,medium
swe-rich-0414	rich,easy
swe-rich-0505	rich,easy
