# Public split — DECISIONS.md #2 (80%, stratified)
needle-click-0000	python,click
needle-click-0001	python,click
needle-click-0002	python,click
needle-click-0003	python,click
needle-click-0004	python,click
needle-click-0005	python,click
needle-click-0006	python,click
needle-click-0007	python,click
needle-click-0008	python,click
needle-click-0009	python,click
needle-click-0010	python,click
needle-click-0011	python,click
needle-click-0012	python,click
needle-click-0013	python,click
needle-click-0014	python,click
needle-click-0015	python,click
needle-click-0016	python,click
needle-click-0017	python,click
needle-click-0018	python,click
needle-click-0019	python,click
needle-click-0020	python,click
needle-click-0021	python,click
needle-click-0022	python,click
needle-click-0023	python,click
needle-click-0024	python,click
needle-click-0025	python,click
needle-click-0026	python,click
needle-click-0027	python,click
needle-click-0028	python,click
needle-click-0029	python,click
needle-click-0030	python,click
needle-click-0031	python,click
needle-click-0032	python,click
needle-click-0033	python,click
needle-click-0034	python,click
needle-click-0035	python,click
needle-click-0036	python,click
needle-click-0037	python,click
needle-click-0038	python,click
needle-click-0039	python,click
needle-click-0040	python,click
needle-click-0041	python,click
needle-click-0042	python,click
needle-click-0043	python,click
needle-click-0044	python,click
needle-click-0045	python,click
needle-click-0046	python,click
needle-click-0047	python,click
needle-click-0048	python,click
needle-click-0049	python,click
needle-click-0050	python,click
needle-click-0051	python,click
needle-click-0052	python,click
needle-click-0053	python,click
needle-click-0054	python,click
needle-click-0055	python,click
needle-click-0056	python,click
needle-click-0057	python,click
needle-click-0058	python,click
needle-click-0059	python,click
needle-click-0060	python,click
needle-click-0061	python,click
needle-click-0062	python,click
needle-click-0063	python,click
needle-click-0064	python,click
needle-click-0065	python,click
needle-click-0066	python,click
needle-click-0067	python,click
needle-click-0068	python,click
needle-click-0069	python,click
needle-click-0070	python,click
needle-click-0071	python,click
needle-click-0072	python,click
needle-click-0073	python,click
needle-click-0074	python,click
needle-click-0075	python,click
needle-click-0076	python,click
needle-click-0077	python,click
needle-click-0078	python,click
needle-click-0079	python,click
needle-httpx-0200	python,httpx
needle-httpx-0201	python,httpx
needle-httpx-0202	python,httpx
needle-httpx-0203	python,httpx
needle-httpx-0204	python,httpx
needle-httpx-0205	python,httpx
needle-httpx-0206	python,httpx
needle-httpx-0207	python,httpx
needle-httpx-0208	python,httpx
needle-httpx-0209	python,httpx
needle-httpx-0210	python,httpx
needle-httpx-0211	python,httpx
needle-httpx-0212	python,httpx
needle-httpx-0213	python,httpx
needle-httpx-0214	python,httpx
needle-httpx-0215	python,httpx
needle-httpx-0216	python,httpx
needle-httpx-0217	python,httpx
needle-httpx-0218	python,httpx
needle-httpx-0219	python,httpx
needle-httpx-0220	python,httpx
needle-httpx-0221	python,httpx
needle-httpx-0222	python,httpx
needle-httpx-0223	python,httpx
needle-httpx-0224	python,httpx
needle-httpx-0225	python,httpx
needle-httpx-0226	python,httpx
needle-httpx-0227	python,httpx
needle-httpx-0228	python,httpx
needle-httpx-0229	python,httpx
needle-httpx-0230	python,httpx
needle-httpx-0231	python,httpx
needle-httpx-0232	python,httpx
needle-httpx-0233	python,httpx
needle-httpx-0234	python,httpx
needle-httpx-0235	python,httpx
needle-httpx-0236	python,httpx
needle-httpx-0237	python,httpx
needle-httpx-0238	python,httpx
needle-httpx-0239	python,httpx
needle-httpx-0240	python,httpx
needle-httpx-0241	python,httpx
needle-httpx-0242	python,httpx
needle-httpx-0243	python,httpx
needle-httpx-0244	python,httpx
needle-httpx-0245	python,httpx
needle-httpx-0246	python,httpx
needle-httpx-0247	python,httpx
needle-httpx-0248	python,httpx
needle-httpx-0249	python,httpx
needle-httpx-0250	python,httpx
needle-httpx-0251	python,httpx
needle-httpx-0252	python,httpx
needle-httpx-0253	python,httpx
needle-httpx-0254	python,httpx
needle-httpx-0255	python,httpx
